Citys,ymd,Weather,highTemp,lowTemp
['北安2018年12月份天气情况'],2018年12月15日,晴/晴,-11℃,-22℃
['北安2018年12月份天气情况'],2018年12月16日,多云/多云,-8℃,-19℃
['北安2018年12月份天气情况'],2018年12月17日,多云/多云,-11℃,-23℃
['北安2018年12月份天气情况'],2018年12月18日,晴/晴,-10℃,-21℃
['北安2018年12月份天气情况'],2018年12月19日,晴/多云,-10℃,-18℃
['北安2018年12月份天气情况'],2018年12月20日,晴/晴,-11℃,-17℃
['北安2018年12月份天气情况'],2018年12月21日,晴/多云,-8℃,-18℃
['北安2018年12月份天气情况'],2018年12月22日,阵雪/多云,-5℃,-19℃
['北安2018年12月份天气情况'],2018年12月23日,晴/晴,-10℃,-20℃
['北安2018年12月份天气情况'],2018年12月24日,多云/多云,-14℃,-20℃
['北安2018年12月份天气情况'],2018年12月25日,阵雪/阵雪,-12℃,-23℃
['北安2018年12月份天气情况'],2018年12月26日,阵雪/多云,-18℃,-26℃
['北安2018年12月份天气情况'],2018年12月27日,多云/多云,-17℃,-23℃
['北安2018年12月份天气情况'],2018年12月28日,晴/晴,-17℃,-23℃
['北安2018年12月份天气情况'],2018年12月29日,多云/多云,-17℃,-23℃
['北安2018年12月份天气情况'],2018年12月30日,阴/多云,-15℃,-23℃
['北安2018年12月份天气情况'],2018年12月31日,晴/晴,-15℃,-22℃
['宾县2018年11月份天气情况'],2018年11月01日,晴/晴,10℃,0℃
['宾县2018年11月份天气情况'],2018年11月02日,晴/多云,15℃,5℃
['宾县2018年11月份天气情况'],2018年11月03日,多云/雨夹雪,13℃,1℃
['宾县2018年11月份天气情况'],2018年11月04日,多云/多云,2℃,-6℃
['宾县2018年11月份天气情况'],2018年11月05日,晴/晴,1℃,-7℃
['宾县2018年11月份天气情况'],2018年11月06日,晴/多云,3℃,-5℃
['宾县2018年11月份天气情况'],2018年11月07日,晴/多云,6℃,-5℃
['宾县2018年11月份天气情况'],2018年11月08日,多云/小雨,9℃,0℃
['宾县2018年11月份天气情况'],2018年11月09日,大雪/中雪,2℃,-2℃
['宾县2018年11月份天气情况'],2018年11月10日,多云/晴,3℃,-8℃
['宾县2018年11月份天气情况'],2018年11月11日,多云/晴,4℃,-8℃
['宾县2018年11月份天气情况'],2018年11月12日,多云/多云,1℃,-5℃
['宾县2018年11月份天气情况'],2018年11月13日,多云/晴,2℃,-6℃
['宾县2018年11月份天气情况'],2018年11月14日,晴/雨夹雪,5℃,-3℃
['宾县2018年11月份天气情况'],2018年11月15日,多云/多云,2℃,-8℃
['宾县2018年11月份天气情况'],2018年11月16日,多云/多云,-2℃,-7℃
['宾县2018年11月份天气情况'],2018年11月17日,晴/多云,0℃,-10℃
['宾县2018年11月份天气情况'],2018年11月18日,多云/多云,-1℃,-11℃
['宾县2018年11月份天气情况'],2018年11月19日,多云/晴,-3℃,-11℃
['宾县2018年11月份天气情况'],2018年11月20日,多云/多云,-4℃,-15℃
['宾县2018年11月份天气情况'],2018年11月21日,多云/多云,-3℃,-14℃
['宾县2018年11月份天气情况'],2018年11月22日,晴/晴,-8℃,-15℃
['宾县2018年11月份天气情况'],2018年11月23日,多云/多云,-3℃,-12℃
['宾县2018年11月份天气情况'],2018年11月24日,多云/多云,0℃,-7℃
['宾县2018年11月份天气情况'],2018年11月25日,晴/晴,1℃,-5℃
['宾县2018年11月份天气情况'],2018年11月26日,多云/多云,8℃,-6℃
['宾县2018年11月份天气情况'],2018年11月27日,多云/多云,0℃,-9℃
['宾县2018年11月份天气情况'],2018年11月28日,多云/多云,-5℃,-16℃
['宾县2018年11月份天气情况'],2018年11月29日,晴/晴,-6℃,-14℃
['宾县2018年11月份天气情况'],2018年11月30日,多云/晴,-4℃,-17℃
['宾县2018年12月份天气情况'],2018年12月01日,晴/多云,2℃,-11℃
['宾县2018年12月份天气情况'],2018年12月02日,小雨/多云,8℃,1℃
['宾县2018年12月份天气情况'],2018年12月03日,多云/多云,3℃,-12℃
['宾县2018年12月份天气情况'],2018年12月04日,多云/晴,-10℃,-18℃
['宾县2018年12月份天气情况'],2018年12月05日,晴/晴,-11℃,-21℃
['宾县2018年12月份天气情况'],2018年12月06日,多云/晴,-13℃,-23℃
['宾县2018年12月份天气情况'],2018年12月07日,多云/多云,-12℃,-23℃
['宾县2018年12月份天气情况'],2018年12月08日,晴/晴,-15℃,-24℃
['宾县2018年12月份天气情况'],2018年12月09日,晴/晴,-13℃,-21℃
['宾县2018年12月份天气情况'],2018年12月10日,晴/多云,-10℃,-20℃
['宾县2018年12月份天气情况'],2018年12月11日,晴/晴,-11℃,-21℃
['宾县2018年12月份天气情况'],2018年12月12日,多云/阵雪,-9℃,-18℃
['宾县2018年12月份天气情况'],2018年12月13日,多云/多云,-9℃,-19℃
['宾县2018年12月份天气情况'],2018年12月14日,晴/晴,-10℃,-18℃
['宾县2018年12月份天气情况'],2018年12月15日,晴/多云,-2℃,-13℃
['宾县2018年12月份天气情况'],2018年12月16日,晴/晴,-3℃,-12℃
['宾县2018年12月份天气情况'],2018年12月17日,多云/多云,-3℃,-13℃
['宾县2018年12月份天气情况'],2018年12月18日,多云/晴,-6℃,-13℃
['宾县2018年12月份天气情况'],2018年12月19日,晴/晴,-4℃,-12℃
['宾县2018年12月份天气情况'],2018年12月20日,晴/多云,-2℃,-12℃
['宾县2018年12月份天气情况'],2018年12月21日,中雪/多云,-1℃,-9℃
['宾县2018年12月份天气情况'],2018年12月22日,晴/多云,-2℃,-18℃
['宾县2018年12月份天气情况'],2018年12月23日,晴/多云,-9℃,-20℃
['宾县2018年12月份天气情况'],2018年12月24日,晴/多云,-7℃,-15℃
['宾县2018年12月份天气情况'],2018年12月25日,多云/多云,-9℃,-23℃
['宾县2018年12月份天气情况'],2018年12月26日,晴/阴,-18℃,-27℃
['宾县2018年12月份天气情况'],2018年12月27日,晴/晴,-17℃,-25℃
['宾县2018年12月份天气情况'],2018年12月28日,晴/晴,-17℃,-23℃
['宾县2018年12月份天气情况'],2018年12月29日,晴/晴,-16℃,-23℃
['宾县2018年12月份天气情况'],2018年12月30日,晴/阴,-12℃,-21℃
['宾县2018年12月份天气情况'],2018年12月31日,晴/晴,-12℃,-23℃
['勃利2018年11月份天气情况'],2018年11月01日,晴/晴,12℃,-1℃
['勃利2018年11月份天气情况'],2018年11月02日,多云/多云,14℃,3℃
['勃利2018年11月份天气情况'],2018年11月03日,多云/雨夹雪,15℃,0℃
['勃利2018年11月份天气情况'],2018年11月04日,多云/多云,3℃,-7℃
['勃利2018年11月份天气情况'],2018年11月05日,晴/晴,1℃,-8℃
['勃利2018年11月份天气情况'],2018年11月06日,多云/晴,5℃,-7℃
['勃利2018年11月份天气情况'],2018年11月07日,多云/多云,7℃,-5℃
['勃利2018年11月份天气情况'],2018年11月08日,多云/小雨,9℃,-1℃
['勃利2018年11月份天气情况'],2018年11月09日,雨夹雪/小雪,2℃,-1℃
['勃利2018年11月份天气情况'],2018年11月10日,阵雪/多云,3℃,-4℃
['勃利2018年11月份天气情况'],2018年11月11日,多云/多云,2℃,-6℃
['勃利2018年11月份天气情况'],2018年11月12日,多云/多云,1℃,-5℃
['勃利2018年11月份天气情况'],2018年11月13日,多云/多云,2℃,-6℃
['勃利2018年11月份天气情况'],2018年11月14日,晴/多云,4℃,-5℃
['勃利2018年11月份天气情况'],2018年11月15日,阵雪/小雪,2℃,-7℃
['勃利2018年11月份天气情况'],2018年11月16日,多云/晴,-4℃,-10℃
['勃利2018年11月份天气情况'],2018年11月17日,多云/晴,-1℃,-11℃
['勃利2018年11月份天气情况'],2018年11月18日,多云/多云,-1℃,-10℃
['勃利2018年11月份天气情况'],2018年11月19日,晴/多云,-1℃,-13℃
['勃利2018年11月份天气情况'],2018年11月20日,多云/多云,-3℃,-15℃
['勃利2018年11月份天气情况'],2018年11月21日,多云/多云,-6℃,-12℃
['勃利2018年11月份天气情况'],2018年11月22日,阵雪/晴,-8℃,-17℃
['勃利2018年11月份天气情况'],2018年11月23日,晴/晴,-6℃,-13℃
['勃利2018年11月份天气情况'],2018年11月24日,多云/多云,0℃,-9℃
['勃利2018年11月份天气情况'],2018年11月25日,多云/多云,1℃,-7℃
['勃利2018年11月份天气情况'],2018年11月26日,多云/多云,7℃,-4℃
['勃利2018年11月份天气情况'],2018年11月27日,多云/晴,0℃,-11℃
['勃利2018年11月份天气情况'],2018年11月28日,多云/晴,-6℃,-15℃
['勃利2018年11月份天气情况'],2018年11月29日,多云/多云,-8℃,-17℃
['勃利2018年11月份天气情况'],2018年11月30日,多云/多云,-7℃,-13℃
['勃利2018年12月份天气情况'],2018年12月01日,晴/晴,-5℃,-9℃
['勃利2018年12月份天气情况'],2018年12月02日,多云/雨夹雪,5℃,0℃
['勃利2018年12月份天气情况'],2018年12月03日,雨夹雪/多云,6℃,-9℃
['勃利2018年12月份天气情况'],2018年12月04日,多云/多云,-7℃,-18℃
['勃利2018年12月份天气情况'],2018年12月05日,晴/多云,-11℃,-18℃
['勃利2018年12月份天气情况'],2018年12月06日,晴/晴,-11℃,-21℃
['勃利2018年12月份天气情况'],2018年12月07日,多云/多云,-16℃,-22℃
['勃利2018年12月份天气情况'],2018年12月08日,晴/多云,-16℃,-21℃
['勃利2018年12月份天气情况'],2018年12月09日,晴/晴,-14℃,-20℃
['勃利2018年12月份天气情况'],2018年12月10日,晴/晴,-13℃,-20℃
['勃利2018年12月份天气情况'],2018年12月11日,多云/多云,-12℃,-19℃
['勃利2018年12月份天气情况'],2018年12月12日,多云/多云,-11℃,-18℃
['勃利2018年12月份天气情况'],2018年12月13日,多云/多云,-12℃,-19℃
['勃利2018年12月份天气情况'],2018年12月14日,晴/多云,-11℃,-18℃
['勃利2018年12月份天气情况'],2018年12月15日,多云/多云,-6℃,-15℃
['勃利2018年12月份天气情况'],2018年12月16日,多云/多云,-2℃,-12℃
['勃利2018年12月份天气情况'],2018年12月17日,多云/多云,-5℃,-12℃
['勃利2018年12月份天气情况'],2018年12月18日,多云/多云,-7℃,-12℃
['勃利2018年12月份天气情况'],2018年12月19日,晴/多云,-6℃,-14℃
['勃利2018年12月份天气情况'],2018年12月20日,多云/多云,-3℃,-12℃
['勃利2018年12月份天气情况'],2018年12月21日,小雪/阵雪,-2℃,-8℃
['勃利2018年12月份天气情况'],2018年12月22日,多云/多云,-1℃,-13℃
['勃利2018年12月份天气情况'],2018年12月23日,多云/多云,-10℃,-16℃
['勃利2018年12月份天气情况'],2018年12月24日,晴/多云,-8℃,-16℃
['勃利2018年12月份天气情况'],2018年12月25日,多云/多云,-5℃,-20℃
['勃利2018年12月份天气情况'],2018年12月26日,多云/多云,-17℃,-21℃
['勃利2018年12月份天气情况'],2018年12月27日,多云/多云,-17℃,-21℃
['勃利2018年12月份天气情况'],2018年12月28日,晴/多云,-16℃,-21℃
['勃利2018年12月份天气情况'],2018年12月29日,阵雪/多云,-14℃,-19℃
['勃利2018年12月份天气情况'],2018年12月30日,多云/多云,-13℃,-19℃
['勃利2018年12月份天气情况'],2018年12月31日,多云/晴,-11℃,-17℃
['大庆2018年11月份天气情况'],2018年11月01日,晴/多云,13℃,3℃
['大庆2018年11月份天气情况'],2018年11月02日,多云/多云,14℃,5℃
['大庆2018年11月份天气情况'],2018年11月03日,多云/雨夹雪,10℃,-1℃
['大庆2018年11月份天气情况'],2018年11月04日,多云/多云,3℃,-5℃
['大庆2018年11月份天气情况'],2018年11月05日,晴/晴,2℃,-8℃
['大庆2018年11月份天气情况'],2018年11月06日,晴/多云,4℃,-3℃
['大庆2018年11月份天气情况'],2018年11月07日,晴/多云,7℃,-1℃
['大庆2018年11月份天气情况'],2018年11月08日,阴/雨夹雪,8℃,0℃
['大庆2018年11月份天气情况'],2018年11月09日,小雨/雨夹雪,3℃,-1℃
['大庆2018年11月份天气情况'],2018年11月10日,晴/晴,3℃,-4℃
['大庆2018年11月份天气情况'],2018年11月11日,多云/多云,3℃,-6℃
['大庆2018年11月份天气情况'],2018年11月12日,晴/晴,3℃,-5℃
['大庆2018年11月份天气情况'],2018年11月13日,晴/晴,5℃,-4℃
['大庆2018年11月份天气情况'],2018年11月14日,多云/小雪,5℃,-3℃
['大庆2018年11月份天气情况'],2018年11月15日,多云/多云,0℃,-10℃
['大庆2018年11月份天气情况'],2018年11月16日,多云/晴,-3℃,-10℃
['大庆2018年11月份天气情况'],2018年11月17日,多云/多云,1℃,-9℃
['大庆2018年11月份天气情况'],2018年11月18日,多云/晴,1℃,-10℃
['大庆2018年11月份天气情况'],2018年11月19日,晴/晴,-3℃,-10℃
['大庆2018年11月份天气情况'],2018年11月20日,晴/晴,-5℃,-11℃
['大庆2018年11月份天气情况'],2018年11月21日,多云/多云,-4℃,-13℃
['大庆2018年11月份天气情况'],2018年11月22日,晴/晴,-7℃,-14℃
['大庆2018年11月份天气情况'],2018年11月23日,多云/多云,-2℃,-11℃
['大庆2018年11月份天气情况'],2018年11月24日,多云/晴,0℃,-9℃
['大庆2018年11月份天气情况'],2018年11月25日,多云/多云,1℃,-6℃
['大庆2018年11月份天气情况'],2018年11月26日,多云/晴,7℃,-5℃
['大庆2018年11月份天气情况'],2018年11月27日,多云/多云,-1℃,-11℃
['大庆2018年11月份天气情况'],2018年11月28日,多云/晴,-6℃,-14℃
['大庆2018年11月份天气情况'],2018年11月29日,晴/小雪,-7℃,-11℃
['大庆2018年11月份天气情况'],2018年11月30日,多云/多云,-3℃,-12℃
['大庆2018年12月份天气情况'],2018年12月01日,多云/多云,-1℃,-8℃
['大庆2018年12月份天气情况'],2018年12月02日,多云/多云,7℃,-2℃
['大庆2018年12月份天气情况'],2018年12月03日,多云/多云,2℃,-12℃
['大庆2018年12月份天气情况'],2018年12月04日,多云/晴,-10℃,-17℃
['大庆2018年12月份天气情况'],2018年12月05日,多云/晴,-13℃,-20℃
['大庆2018年12月份天气情况'],2018年12月06日,多云/晴,-15℃,-22℃
['大庆2018年12月份天气情况'],2018年12月07日,晴/晴,-15℃,-21℃
['大庆2018年12月份天气情况'],2018年12月08日,多云/晴,-15℃,-20℃
['大庆2018年12月份天气情况'],2018年12月09日,晴/多云,-12℃,-18℃
['大庆2018年12月份天气情况'],2018年12月10日,晴/多云,-11℃,-18℃
['大庆2018年12月份天气情况'],2018年12月11日,多云/阴,-10℃,-18℃
['大庆2018年12月份天气情况'],2018年12月12日,多云/小雪,-8℃,-16℃
['大庆2018年12月份天气情况'],2018年12月13日,多云/多云,-9℃,-17℃
['大庆2018年12月份天气情况'],2018年12月14日,晴/多云,-9℃,-17℃
['大庆2018年12月份天气情况'],2018年12月15日,多云/晴,-6℃,-14℃
['大庆2018年12月份天气情况'],2018年12月16日,多云/多云,-6℃,-15℃
['大庆2018年12月份天气情况'],2018年12月17日,多云/晴,-5℃,-14℃
['大庆2018年12月份天气情况'],2018年12月18日,晴/多云,-6℃,-12℃
['大庆2018年12月份天气情况'],2018年12月19日,晴/多云,-4℃,-11℃
['大庆2018年12月份天气情况'],2018年12月20日,多云/多云,-2℃,-10℃
['大庆2018年12月份天气情况'],2018年12月21日,多云/多云,-3℃,-12℃
['大庆2018年12月份天气情况'],2018年12月22日,多云/晴,-5℃,-16℃
['大庆2018年12月份天气情况'],2018年12月23日,多云/晴,-10℃,-17℃
['大庆2018年12月份天气情况'],2018年12月24日,多云/多云,-8℃,-18℃
['大庆2018年12月份天气情况'],2018年12月25日,晴/晴,-11℃,-21℃
['大庆2018年12月份天气情况'],2018年12月26日,多云/晴,-16℃,-23℃
['大庆2018年12月份天气情况'],2018年12月27日,多云/晴,-15℃,-21℃
['大庆2018年12月份天气情况'],2018年12月28日,多云/晴,-14℃,-20℃
['大庆2018年12月份天气情况'],2018年12月29日,晴/多云,-13℃,-19℃
['大庆2018年12月份天气情况'],2018年12月30日,多云/晴,-12℃,-19℃
['大庆2018年12月份天气情况'],2018年12月31日,多云/多云,-11℃,-19℃
['大兴安岭2018年11月份天气情况'],2018年11月01日,晴/多云,11℃,-6℃
['大兴安岭2018年11月份天气情况'],2018年11月02日,多云/多云,7℃,-7℃
['大兴安岭2018年11月份天气情况'],2018年11月03日,多云/多云,2℃,-10℃
['大兴安岭2018年11月份天气情况'],2018年11月04日,多云/多云,-3℃,-15℃
